Room Calculations Template	LocalTime	Description	Location	Outside Air Carbon Dioxide	Outside Air Carbon Dioxide Maximum	Outside Air Carbon Dioxide Minimum	Outside Air Temperature	Return Air Carbon Dioxide	Room Air Temperature	Room Air Temperature 1-hour Maximum	Room Air Temperature 1-hour Minimum	Room Carbon Dioxide	Room Carbon Dioxide 1-hour Maximum	Room Carbon Dioxide 1-hour Minimum	Room Carbon Dioxide Maximum	Room Carbon Dioxide Minimum	Supply Air Temperature
AH-22 Room Air Calculations	2016-03-01 00:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	678.775024414063	850	800	60.9269371032715	686.243530273438	65.208740234375	65.2087426546412	65.1936990055471	506.031066894531	506.158934299798	506.03107643034	750	450	70.151481628418
AH-22 Room Air Calculations	2016-03-01 01:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	681.257995605469	850	800	60.9283218383789	685.760498046875	68.1433944702148	68.143396308087	65.0066986083984	486.104156494141	510.006011962891	486.104152676439	750	450	69.7009124755859
AH-22 Room Air Calculations	2016-03-01 02:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	688.575012207031	850	800	60.0646018981934	687.524780273438	66.6322402954102	68.2157974243164	66.6322430407777	496.986083984375	496.986075559875	481.177001953125	750	450	69.7137908935547
AH-22 Room Air Calculations	2016-03-01 03:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	693.078979492188	850	800	58.5542869567871	689.2890625	65.2911224365234	66.6322430407777	65.291123434236	504.008422851563	505.079986572266	496.824005126953	750	450	69.5758819580078
AH-22 Room Air Calculations	2016-03-01 04:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	690.887390136719	850	800	58.6571426391602	691.053344726563	65.1607894897461	65.6175994873047	65.1607927618184	502.139678955078	508.138000488281	498.046997070313	750	450	69.33642578125
AH-22 Room Air Calculations	2016-03-01 05:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	698.406005859375	850	800	56.9538116455078	692.817565917969	64.9120712280273	65.3505020141602	64.9120750110114	511.934112548828	515.137023925781	500.085998535156	750	450	67.6203460693359
AH-22 Room Air Calculations	2016-03-01 06:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	700.982177734375	850	800	56.0382537841797	700.485717773438	65.0469207763672	65.7642974853516	64.6994018554688	545.104858398438	546.10498046875	511.934122196164	750	450	70.2321929931641
AH-22 Room Air Calculations	2016-03-01 07:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	702.442993164063	850	800	56.2947235107422	753.096252441406	64.9036331176758	65.0469172540963	64.6880035400391	594.062316894531	594.062309105881	539.192993164063	750	450	69.7700653076172
AH-22 Room Air Calculations	2016-03-01 08:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	695.93798828125	850	800	55.9966011047363	809.026611328125	64.923942565918	65.19580078125	64.8564987182617	634.129211425781	708.18701171875	594.062309105881	750	450	70.3287353515625
AH-22 Room Air Calculations	2016-03-01 09:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	705.861999511719	850	800	55.9027252197266	876.403381347656	66.2072982788086	66.2073009289682	64.923940441101	827.981628417969	827.981638328246	634.129218706338	750	450	69.8877029418945
AH-22 Room Air Calculations	2016-03-01 10:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	704.801025390625	850	800	56.0240707397461	800.116088867188	65.2214202880859	66.8806991577148	65.0995025634766	565.590393066406	884.280029296875	549.213989257813	750	450	70.0442352294922
AH-22 Room Air Calculations	2016-03-01 11:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	693.700012207031	850	800	56.9506187438965	822.186584472656	65.7622528076172	65.7622563794492	64.2135009765625	684.721557617188	684.721562680463	544.117004394531	750	450	69.6811599731445
AH-22 Room Air Calculations	2016-03-01 12:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	698.443969726563	850	800	56.608039855957	904.671997070313	66.8689498901367	67.258903503418	65.7622563794492	879.828247070313	937.111022949219	622.060974121094	750	450	69.7878646850586
AH-22 Room Air Calculations	2016-03-01 13:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	718.156005859375	850	800	56.7526016235352	835.478759765625	66.0630416870117	66.8689473236317	66.0119018554688	588.188293457031	932.101013183594	584.068969726563	750	450	70.0007705688477
AH-22 Room Air Calculations	2016-03-01 14:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	674.762023925781	850	800	57.9543228149414	744.806396484375	65.7374267578125	66.0630420495404	65.3768997192383	586.283508300781	652.122009277344	584.018005371094	750	450	69.9389266967773
AH-22 Room Air Calculations	2016-03-01 15:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	679.556030273438	850	800	57.7629318237305	771.765441894531	66.20947265625	66.2094752005618	65.737426622041	676.946533203125	682.028015136719	586.036987304688	750	450	69.8898086547852
AH-22 Room Air Calculations	2016-03-01 16:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	682.64697265625	850	800	56.9224052429199	876.367431640625	66.3824310302734	66.845100402832	65.9189987182617	806.401000976563	806.401005404435	623.997009277344	750	450	69.798469543457
AH-22 Room Air Calculations	2016-03-01 17:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	683.963989257813	850	800	56.8348388671875	955.380554199219	66.5948333740234	66.8966979980469	66.3535003662109	908.4296875	974.164001464844	801.206970214844	750	450	70.0363082885742
AH-22 Room Air Calculations	2016-03-01 18:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	693.010986328125	850	800	56.4192352294922	922.630920410156	66.5806350708008	66.7660980224609	66.2526016235352	877.335510253906	908.429688459461	781.18798828125	750	450	69.8988418579102
AH-22 Room Air Calculations	2016-03-01 19:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	684.180603027344	850	800	56.3205986022949	1122.474609375	68.470588684082	68.4760971069336	66.5806357601616	1085.35217285156	1107.2099609375	877.302978515625	750	450	67.7970657348633
AH-22 Room Air Calculations	2016-03-01 20:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	682.303405761719	850	800	56.464599609375	1032.8349609375	67.8439102172852	68.7982025146484	67.5843963623047	919.628601074219	1165.33996582031	601.293029785156	750	450	69.9206314086914
AH-22 Room Air Calculations	2016-03-01 21:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	682.337280273438	850	800	56.2143707275391	981.198364257813	67.2693176269531	67.923698425293	66.8830032348633	910.175109863281	919.628594003928	837.705993652344	750	450	70.0129241943359
AH-22 Room Air Calculations	2016-03-01 22:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	681.429016113281	850	800	56.2679176330566	929.749755859375	67.3490524291992	68.7166976928711	67.2693210137046	843.258483886719	997.383972167969	838.236999511719	750	450	64.6056976318359
AH-22 Room Air Calculations	2016-03-01 23:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	684.218994140625	850	800	56.3224296569824	741.493286132813	64.7120208740234	67.3490525129051	64.5619964599609	609.002990722656	843.258459045241	601.140014648438	750	450	59.8730087280273
AH-22 Room Air Calculations	2016-03-02 00:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	670.633972167969	850	800	55.3846015930176	704.870971679688	64.7931594848633	65.1682968139648	64.2363967895508	532.207885742188	610.026977539063	532.207914475145	750	450	70.0554656982422
AH-22 Room Air Calculations	2016-03-02 01:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	677.242980957031	850	800	54.7105484008789	684.0302734375	62.3187103271484	65.0123977661133	62.3187114633804	525.181457519531	532.207914475145	518.075988769531	750	450	68.7950210571289
AH-22 Room Air Calculations	2016-03-02 02:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	683.640991210938	850	800	54.476619720459	688.636596679688	61.6390380859375	62.3471984863281	61.4084014892578	531.133850097656	534.809997558594	523.190002441406	750	450	67.9008026123047
AH-22 Room Air Calculations	2016-03-02 03:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	682.223999023438	850	800	54.5389289855957	693.242980957031	61.4837455749512	61.9230003356934	61.4837439615845	533.244689941406	536.117004394531	527.114013671875	750	450	67.1294479370117
AH-22 Room Air Calculations	2016-03-02 04:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	680.633972167969	850	800	54.7965660095215	697.849365234375	63.2757339477539	63.3353004455566	61.3899993896484	529.268249511719	539.192993164063	529.268258142619	750	450	67.3767318725586
AH-22 Room Air Calculations	2016-03-02 05:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	673.908020019531	850	800	54.4001235961914	702.455749511719	62.7226486206055	64.0964965820313	62.309398651123	547.924682617188	547.924680302779	526.077026367188	750	450	66.8124008178711
AH-22 Room Air Calculations	2016-03-02 06:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	686.296997070313	850	800	53.831600189209	846.773864746094	66.3291015625	66.3291009890685	62.7226469557875	817.481567382813	820.387023925781	547.924680302779	750	450	69.9044189453125
AH-22 Room Air Calculations	2016-03-02 07:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	690.983520507813	850	800	53.9005393981934	841.894409179688	65.4341049194336	67.0158996582031	65.0892028808594	822.130126953125	880.968994140625	713.255004882813	750	450	70.0777587890625
AH-22 Room Air Calculations	2016-03-02 08:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	716.7490234375	850	800	54.80322265625	872.18994140625	65.7417373657227	68.2114028930664	65.4341078525005	726.337341308594	1066.4599609375	726.337351377069	750	450	70.3650588989258
AH-22 Room Air Calculations	2016-03-02 09:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	683.857971191406	850	800	57.8685989379883	830.119445800781	66.4650192260742	66.4650194984745	65.6588973999023	645.047546386719	726.337351377069	629.06298828125	750	450	69.9917449951172
AH-22 Room Air Calculations	2016-03-02 10:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	678.164978027344	850	800	61.972599029541	924.116027832031	67.1244201660156	67.3585968017578	65.9580001831055	748.184753417969	789.057006835938	550.97802734375	750	450	69.2941665649414
AH-22 Room Air Calculations	2016-03-02 11:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	675.263000488281	850	800	65.1045989990234	954.057434082031	68.2718048095703	68.2789001464844	66.7488021850586	847.153625488281	1004.26000976563	723.97998046875	750	450	69.0696792602539
AH-22 Room Air Calculations	2016-03-02 12:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	663.929016113281	850	800	64.1325988769531	958.007080078125	67.1724624633789	69.3080978393555	67.1724600218974	828.14453125	946.106018066406	803.831970214844	750	450	68.0890655517578
AH-22 Room Air Calculations	2016-03-02 13:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	659.705993652344	850	800	66.1485977172852	737.983032226563	65.6399917602539	67.1724600218974	65.6399926995544	540.654479980469	828.144545828776	539.767028808594	750	450	70.14599609375
AH-22 Room Air Calculations	2016-03-02 14:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	691.102783203125	850	800	58.8765983581543	748.430908203125	65.4767074584961	66.1356964111328	65.4767077107322	573.824951171875	581.838989257813	537.710998535156	750	450	70.083854675293
AH-22 Room Air Calculations	2016-03-02 15:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	685.414978027344	850	800	60.9458084106445	781.530578613281	65.7303085327148	65.7447967529297	65.3332977294922	609.57568359375	635.817993164063	573.824927889463	750	450	69.8898468017578
AH-22 Room Air Calculations	2016-03-02 16:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	682.453002929688	850	800	61.2886009216309	850.023071289063	68.3316650390625	68.3316628548344	65.7303066636601	815.913391113281	815.91341272993	609.557006835938	750	450	68.6578674316406
AH-22 Room Air Calculations	2016-03-02 17:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	681.851989746094	850	800	60.3166007995605	859.441101074219	66.8190612792969	70.19580078125	66.1666030883789	809.241394042969	869.981018066406	685.39501953125	750	450	69.9416351318359
AH-22 Room Air Calculations	2016-03-02 18:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	684.338989257813	850	800	59.2365989685059	760.023986816406	65.1430435180664	67.0112991333008	65.1418991088867	592.916015625	827.513000488281	580.992004394531	750	450	70.0625534057617
AH-22 Room Air Calculations	2016-03-02 19:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	687.335021972656	850	800	59.1646003723145	796.654113769531	65.2856292724609	65.2856286384649	65.1430427177744	638.082153320313	646.007995605469	585.018005371094	750	450	69.9463348388672
AH-22 Room Air Calculations	2016-03-02 20:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	685.094970703125	850	800	58.5813064575195	834.118713378906	65.5192489624023	65.9682998657227	65.2856286384649	707.135986328125	711.906982421875	638.082171814558	750	450	69.8123092651367
AH-22 Room Air Calculations	2016-03-02 21:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	681.392028808594	850	800	57.2767486572266	832.48486328125	66.8915939331055	66.9838027954102	65.5192490190694	761.103332519531	778.234008789063	702.125	750	450	69.9992980957031
AH-22 Room Air Calculations	2016-03-02 22:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	705.370971679688	850	800	56.697208404541	868.014099121094	67.326057434082	68.242301940918	66.891591766268	783.143493652344	865.231994628906	753.221984863281	750	450	69.9066772460938
AH-22 Room Air Calculations	2016-03-02 23:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	713.776000976563	850	800	56.6001319885254	773.311889648438	64.6161956787109	67.3701019287109	64.6161968660569	609.093139648438	843.22900390625	609.093126559915	750	450	60.1340751647949
AH-22 Room Air Calculations	2016-03-03 00:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	714.630004882813	850	800	55.1934280395508	721.760192871094	64.3195114135742	64.7740020751953	63.7892990112305	536.189575195313	609.093126559915	536.189569533766	750	450	69.8806304931641
AH-22 Room Air Calculations	2016-03-03 01:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	704.25	850	800	54.7365989685059	699.837036132813	62.3952407836914	64.4427032470703	62.3493995666504	518.361328125	537.307006835938	512.164001464844	750	450	67.7619247436523
AH-22 Room Air Calculations	2016-03-03 02:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	704.27001953125	850	800	54.1868362426758	700.596313476563	62.072509765625	62.6921005249023	62.0444984436035	514.235656738281	521.966979980469	509.446990966797	750	450	66.4876556396484
AH-22 Room Air Calculations	2016-03-03 03:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	697.914001464844	850	800	54.0886344909668	701.355590820313	62.7122840881348	62.8768005371094	62.0725095587202	510.129089355469	517.296020507813	506.167999267578	750	450	65.4705505371094
AH-22 Room Air Calculations	2016-03-03 04:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	697.976013183594	850	800	53.5254783630371	702.114868164063	61.8675422668457	63.048698425293	61.8675414168237	507.272552490234	515.18798828125	505.131988525391	750	450	65.2363815307617
AH-22 Room Air Calculations	2016-03-03 05:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	697.629028320313	850	800	53.5899543762207	704.189453125	62.7438659667969	64.0207977294922	61.8473014831543	528.173706054688	530.120971679688	506.167999267578	750	450	64.9788665771484
AH-22 Room Air Calculations	2016-03-03 06:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	695.97998046875	850	800	53.6544342041016	892.285461425781	65.047004699707	65.178596496582	62.5810012817383	769.509460449219	779.380981445313	528.17373142164	750	450	69.6444549560547
AH-22 Room Air Calculations	2016-03-03 07:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	709.495971679688	850	800	53.9085998535156	828.308776855469	64.5945434570313	65.0470064018939	64.1365966796875	665.161865234375	774.440002441406	612.320007324219	750	450	69.9947509765625
AH-22 Room Air Calculations	2016-03-03 08:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	716.398986816406	850	800	58.5526008605957	835.819274902344	67.4650802612305	67.4650800741015	64.594544830725	647.194091796875	800.317016601563	638.255981445313	750	450	70.3764495849609
AH-22 Room Air Calculations	2016-03-03 09:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	712.630981445313	850	800	62.8985290527344	953.151245117188	68.9444961547852	69.0101013183594	67.4650800741015	781.073059082031	781.073062340745	647.194120058716	750	450	64.1907730102539
AH-22 Room Air Calculations	2016-03-03 10:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	691.432983398438	850	800	69.3563385009766	912.2490234375	68.5293121337891	69.2772979736328	68.4829025268555	677.7265625	882.294006347656	677.726546462689	750	450	64.7634429931641
AH-22 Room Air Calculations	2016-03-03 11:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	676.219970703125	850	800	71.2246017456055	1008.93786621094	68.547966003418	69.3126983642578	68.5293148603709	960.742492675781	960.742463615038	666.10400390625	750	450	64.8825149536133
AH-22 Room Air Calculations	2016-03-03 12:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	674.887023925781	850	800	71.3920822143555	906.602722167969	68.7197418212891	69.3412017822266	68.2170028686523	932.349792480469	969.93798828125	818.802978515625	750	450	62.6041870117188
AH-22 Room Air Calculations	2016-03-03 13:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	669.617980957031	850	800	71.8725967407227	761.200622558594	66.9748458862305	68.7197381932172	66.7797012329102	586.646789550781	935.703979492188	572.616027832031	750	450	69.9210433959961
AH-22 Room Air Calculations	2016-03-03 14:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	670.435974121094	850	800	69.0286026000977	771.750915527344	66.6215515136719	66.974843694408	66.3453979492188	606.567077636719	606.567103914861	548.684997558594	750	450	70.0165023803711
AH-22 Room Air Calculations	2016-03-03 15:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	666.383972167969	850	800	66.9013824462891	844.044860839844	67.1943359375	67.1943356875409	66.2525024414063	749.509155273438	755.258972167969	606.567103914861	750	450	70.0097045898438
AH-22 Room Air Calculations	2016-03-03 16:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	668.658996582031	850	800	65.2126007080078	889.261169433594	68.723762512207	68.8666000366211	67.1943356875409	834.806213378906	834.806191450779	736.411987304688	750	450	65.2654266357422
AH-22 Room Air Calculations	2016-03-03 17:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	665.705017089844	850	800	62.8112754821777	851.979125976563	67.6906814575195	68.7279968261719	67.6906787464427	681.66259765625	860.283996582031	681.662585484439	750	450	69.0591583251953
AH-22 Room Air Calculations	2016-03-03 18:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	669.700988769531	850	800	60.964599609375	743.913024902344	66.5922393798828	67.6906787464427	66.592241406118	575.843505859375	681.662585484439	563.903015136719	750	450	69.906982421875
AH-22 Room Air Calculations	2016-03-03 19:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	675.268981933594	850	800	60.4606018066406	787.183898925781	67.3418807983398	67.5178985595703	66.5494003295898	692.115478515625	696.010986328125	565.960021972656	750	450	69.9775085449219
AH-22 Room Air Calculations	2016-03-03 20:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	686.60498046875	850	800	59.6325988769531	788.88623046875	66.3876190185547	67.3418844328992	66.3076019287109	659.215148925781	692.115474986651	593.088989257813	750	450	69.9910049438477
AH-22 Room Air Calculations	2016-03-03 21:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	692.484985351563	850	800	58.8354339599609	860.793029785156	67.6162033081055	67.6161998472619	66.3876214850961	785.213684082031	785.263000488281	657.085998535156	750	450	69.8863296508789
AH-22 Room Air Calculations	2016-03-03 22:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	703.351989746094	850	800	57.904598236084	912.766906738281	67.4419784545898	68.4841995239258	66.9758987426758	813.490600585938	880.336975097656	774.260009765625	750	450	70.3371200561523
AH-22 Room Air Calculations	2016-03-03 23:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	710.710021972656	850	800	57.4750366210938	779.255981445313	64.366455078125	67.5156021118164	64.3664534803512	569.022216796875	814.348999023438	569.02219634862	750	450	61.4724578857422
AH-22 Room Air Calculations	2016-03-04 00:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	701.447814941406	850	800	56.7943229675293	741.1884765625	65.1053314208984	65.6794967651367	64.3623962402344	533.213928222656	571.023986816406	523.171997070313	750	450	69.9581527709961
AH-22 Room Air Calculations	2016-03-04 01:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	701.470581054688	850	800	55.4877319335938	741.525085449219	65.599739074707	65.7688980102539	64.9447021484375	508.223663330078	551.117980957031	501.156005859375	750	450	67.7659606933594
AH-22 Room Air Calculations	2016-03-04 02:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	716.179443359375	850	800	54.6785354614258	743.906555175781	65.7065963745117	65.9615020751953	65.322998046875	530.259765625	530.259789433951	507.289001464844	750	450	66.1683197021484
AH-22 Room Air Calculations	2016-03-04 03:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	723.56298828125	850	800	53.980598449707	746.2880859375	65.0812149047852	65.7065983996086	65.0812154128987	511.497436523438	531.260009765625	509.277008056641	750	450	64.8311538696289
AH-22 Room Air Calculations	2016-03-04 04:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	713.132019042969	850	800	53.4766006469727	748.669555664063	64.9985809326172	65.0812154128987	64.6799011230469	520.204772949219	520.204753920286	500.204986572266	750	450	64.0140533447266
AH-22 Room Air Calculations	2016-03-04 05:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	722.619018554688	850	800	52.6782913208008	751.051086425781	63.5613708496094	65.181999206543	63.5613721583736	544.155578613281	544.155550753882	516.258972167969	750	450	65.1740417480469
AH-22 Room Air Calculations	2016-03-04 06:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	724.599487304688	850	800	52.5149307250977	864.233337402344	66.5363616943359	66.6560974121094	63.4613990783691	770.547546386719	787.557983398438	544.155550753882	750	450	69.6892623901367
AH-22 Room Air Calculations	2016-03-04 07:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	727.135986328125	850	800	53.8366012573242	879.340881347656	66.3802490234375	66.8313980102539	65.8628997802734	671.324768066406	819.497985839844	663.448974609375	750	450	70.3077011108398
AH-22 Room Air Calculations	2016-03-04 08:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	723.598999023438	850	800	58.9846000671387	903.775268554688	68.0759124755859	68.3283004760742	66.1724014282227	638.489013671875	787.405029296875	638.489014255493	750	450	70.6720199584961
AH-22 Room Air Calculations	2016-03-04 09:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	725.359924316406	850	800	64.1686019897461	954.298583984375	69.2058334350586	69.2058331697833	68.0759160479745	790.025512695313	790.025489457076	635.25	750	450	63.3703155517578
AH-22 Room Air Calculations	2016-03-04 10:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	707.460021972656	850	800	71.3326034545898	1005.73828125	69.0812301635742	70.486198425293	68.6286010742188	934.41064453125	956.289978027344	790.025489457076	750	450	61.8594856262207
AH-22 Room Air Calculations	2016-03-04 11:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	687.650024414063	850	800	72.3046035766602	1105.09436035156	69.7730102539063	70.2020034790039	69.0812318966453	1219.24047851563	1229.13000488281	934.41065310779	750	450	56.0180282592773
AH-22 Room Air Calculations	2016-03-04 12:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	679.094970703125	850	800	74.3565979003906	994.213928222656	69.2562026977539	69.80419921875	68.4908981323242	988.263427734375	1222.06005859375	938.739990234375	750	450	61.9403114318848
AH-22 Room Air Calculations	2016-03-04 13:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	669.505981445313	850	800	72.1929016113281	784.39208984375	66.8459014892578	69.293098449707	66.8459004708343	592.640441894531	1025.52001953125	592.640467587684	750	450	69.9888916015625
AH-22 Room Air Calculations	2016-03-04 14:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	678.830017089844	850	800	70.1806030273438	796.359375	67.0246505737305	67.2359008789063	66.8450012207031	642.382019042969	642.382007484762	570.578002929688	750	450	69.5807571411133
AH-22 Room Air Calculations	2016-03-04 15:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	662.60498046875	850	800	68.0402603149414	900.965026855469	69.3647766113281	69.7593994140625	67.024653259787	946.803894042969	946.803887698554	642.382007484762	750	450	60.5026550292969
AH-22 Room Air Calculations	2016-03-04 16:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	671.492004394531	850	800	67.1376419067383	839.431518554688	68.1260223388672	69.3647769963512	67.9383010864258	671.283264160156	947.059020996094	671.283243641723	750	450	69.5225219726563
AH-22 Room Air Calculations	2016-03-04 17:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	666.674011230469	850	800	65.8606033325195	821.237243652344	68.6575393676758	68.6575398847641	68.057502746582	767.32177734375	768.323974609375	671.232971191406	750	450	66.0436477661133
AH-22 Room Air Calculations	2016-03-04 18:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	666.560974121094	850	800	63.4846000671387	739.06298828125	66.4692611694336	68.7519989013672	66.4610977172852	538.796691894531	801.838012695313	537.35400390625	750	450	69.6521301269531
AH-22 Room Air Calculations	2016-03-04 19:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	675.435974121094	850	800	62.404598236084	785.076538085938	66.9986267089844	67.2210006713867	66.4692632848209	660.051391601563	676.984985351563	538.781005859375	750	450	69.9791946411133
AH-22 Room Air Calculations	2016-03-04 20:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	685.68994140625	850	800	61.4686012268066	814.533203125	68.4439544677734	68.4439575180678	66.8589019775391	767.640319824219	767.640339081176	628.02197265625	750	450	69.4410781860352
AH-22 Room Air Calculations	2016-03-04 21:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	695.547973632813	850	800	60.6405982971191	805.741882324219	66.5930862426758	68.6960983276367	66.5597991943359	613.8505859375	813.482971191406	603.106994628906	750	450	69.7888565063477
AH-22 Room Air Calculations	2016-03-04 22:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	727.682006835938	850	800	58.9846000671387	928.856262207031	68.2643280029297	68.2643304141051	66.5930899195511	874.18212890625	874.182117439755	613.164978027344	750	450	69.815299987793
AH-22 Room Air Calculations	2016-03-04 23:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	750.054016113281	850	800	57.9577560424805	828.412719726563	65.20849609375	68.684700012207	65.2084969669183	629.135009765625	901.086975097656	622.153991699219	750	450	60.6204223632813
AH-22 Room Air Calculations	2016-03-05 00:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	763.731994628906	850	800	57.9063262939453	823.538879394531	65.4910430908203	66.4164962768555	64.6639022827148	616.241455078125	630.388000488281	597.216003417969	750	450	69.8252868652344
AH-22 Room Air Calculations	2016-03-05 01:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	775.221008300781	850	800	55.6854934692383	816.559020996094	67.4347534179688	67.5718994140625	65.4858016967773	593.4462890625	638.357971191406	593.44628686743	750	450	67.4241333007813
AH-22 Room Air Calculations	2016-03-05 02:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	771.507995605469	850	800	54.7588882446289	809.386352539063	66.4184799194336	67.4515991210938	66.4184812136066	567.374816894531	597.338012695313	567.3740234375	750	450	65.6913909912109
AH-22 Room Air Calculations	2016-03-05 03:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	751.419006347656	850	800	53.8366012573242	802.213684082031	66.6791229248047	67.2693023681641	66.2675018310547	558.373352050781	584.293029785156	558.373381041539	750	450	64.3066024780273
AH-22 Room Air Calculations	2016-03-05 04:00:00	Based on room air	Terminal 2 East Gates 24-28 Roof	736.655029296875	850	800	52.7795791625977	784.757690429688	65.3174057006836	66.6791208019044	65.2760009765625	551.438537597656	558.373381041539	541.299987792969	750	450	63.50048828125
