Room Calculations Template	LocalTime	Description	Location	Outside Air Carbon Dioxide	Outside Air Carbon Dioxide Maximum	Outside Air Carbon Dioxide Minimum	Outside Air Temperature	Return Air Carbon Dioxide	Room Air Temperature	Room Air Temperature 1-hour Maximum	Room Air Temperature 1-hour Minimum	Room Carbon Dioxide	Room Carbon Dioxide 1-hour Maximum	Room Carbon Dioxide 1-hour Minimum	Room Carbon Dioxide Maximum	Room Carbon Dioxide Minimum	Supply Air Temperature
AH-30 Room Air Calculations	2016-03-21 07:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.4987373352051	569.503845214844	69.9564971923828	70.3311996459961	69.9315032958984	688.189086914063	716.036987304688	667.822998046875	750	600	68.3174819946289
AH-30 Room Air Calculations	2016-03-21 08:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.1883087158203	616.563598632813	70.1313018798828	70.6130981445313	69.950798034668	742.796752929688	755.765014648438	687.971984863281	750	600	68.1788101196289
AH-30 Room Air Calculations	2016-03-21 09:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	64.39404296875	670.429382324219	70.3870086669922	71.1918029785156	69.9783020019531	786.992004394531	808.578002929688	735.851013183594	750	600	67.8850784301758
AH-30 Room Air Calculations	2016-03-21 10:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	69.2807693481445	676.991455078125	70.495964050293	70.6830978393555	70.1307983398438	816.266967773438	830.176025390625	778.734008789063	750	600	67.4061660766602
AH-30 Room Air Calculations	2016-03-21 11:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	74.5726013183594	675.577392578125	70.397346496582	70.9990997314453	70.1522979736328	807.754211425781	831.221984863281	787.932983398438	750	600	66.4616470336914
AH-30 Room Air Calculations	2016-03-21 12:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	77.8845977783203	660.520263671875	70.7419891357422	71.0485000610352	70.2714996337891	803.609130859375	860.572021484375	781.669982910156	750	600	65.7351837158203
AH-30 Room Air Calculations	2016-03-21 13:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	75.1485977172852	666.53466796875	70.6406631469727	70.7419898525985	70.1729965209961	822.546142578125	836.530029296875	779.784973144531	750	600	66.1676254272461
AH-30 Room Air Calculations	2016-03-21 14:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.0485992431641	726.407958984375	70.8726196289063	70.9922027587891	70.2083969116211	892.850341796875	895.734985351563	780.879028320313	750	600	64.713134765625
AH-30 Room Air Calculations	2016-03-21 15:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	73.4925994873047	686.1884765625	70.4661865234375	70.9473037719727	70.0419998168945	850.473266601563	943.778015136719	828.426025390625	750	600	66.1988143920898
AH-30 Room Air Calculations	2016-03-21 16:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	72.1246032714844	617.354614257813	70.4021530151367	70.8258972167969	70.2310028076172	770.363159179688	850.473256336292	758.617980957031	750	600	66.2591857910156
AH-30 Room Air Calculations	2016-03-21 17:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	70.230339050293	601.400512695313	70.3757095336914	71.1476974487305	70.0989990234375	754.793395996094	785.588012695313	727.672973632813	750	600	66.3056182861328
AH-30 Room Air Calculations	2016-03-21 18:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	68.4525985717773	664.400451660156	70.4175338745117	70.6032028198242	69.8113021850586	815.459228515625	821.619995117188	754.695983886719	750	600	67.2131881713867
AH-30 Room Air Calculations	2016-03-21 19:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	66.8324966430664	692.501037597656	70.0537872314453	70.9524993896484	70.0323028564453	846.739196777344	871.629028320313	812.656005859375	750	600	67.7003936767578
AH-30 Room Air Calculations	2016-03-21 20:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	65.4539794921875	652.689819335938	69.7013320922852	70.6500015258789	69.701301574707	810.873718261719	876.008972167969	807.841979980469	750	600	68.2656936645508
AH-30 Room Air Calculations	2016-03-21 21:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.3765983581543	625.659484863281	70.0595855712891	70.6556015014648	69.7013314109887	771.844543457031	825.921020507813	764.9580078125	750	600	68.8430404663086
AH-30 Room Air Calculations	2016-03-21 22:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.2686004638672	615.606323242188	70.2767028808594	70.6876983642578	69.7711029052734	763.121337890625	789.049011230469	750.901000976563	750	600	68.7225341796875
AH-30 Room Air Calculations	2016-03-21 23:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.3327217102051	594.624572753906	69.9347457885742	70.3908004760742	69.8615036010742	754.584350585938	793.887023925781	724.974975585938	750	600	68.8622894287109
AH-30 Room Air Calculations	2016-03-22 00:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.6593322753906	586.659606933594	70.3432006835938	70.5810012817383	69.881103515625	717.066772460938	754.898986816406	681.932983398438	750	600	68.7989883422852
AH-30 Room Air Calculations	2016-03-22 01:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.6125984191895	553.572692871094	71.0849838256836	71.3416976928711	69.8591995239258	414.3818359375	729.890991210938	408.169006347656	750	600	68.5719451904297
AH-30 Room Air Calculations	2016-03-22 02:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.1320762634277	540.585266113281	71.2792739868164	71.7128982543945	71.0849823051738	392.238159179688	414.89599609375	386.239990234375	750	600	67.2236862182617
AH-30 Room Air Calculations	2016-03-22 03:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.9687118530273	531.561828613281	71.6340255737305	71.883903503418	71.2792723170875	401.270660400391	409.341003417969	390.266998291016	750	600	67.0718231201172
AH-30 Room Air Calculations	2016-03-22 04:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.5791168212891	518.673889160156	71.7452011108398	72.0314025878906	71.6340285509177	398.248687744141	407.542999267578	391.234985351563	750	600	67.1294403076172
AH-30 Room Air Calculations	2016-03-22 05:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.1361541748047	517.509704589844	67.8406066894531	72.0910034179688	67.8406095536706	663.146667480469	680.025024414063	394.343994140625	750	600	62.7680969238281
AH-30 Room Air Calculations	2016-03-22 06:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.7565994262695	571.630737304688	70.060188293457	70.7253036499023	67.4001998901367	702.029602050781	714.306030273438	614.107971191406	750	600	68.4997634887695
AH-30 Room Air Calculations	2016-03-22 07:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.1675567626953	607.889953613281	70.0845718383789	70.592399597168	69.7857971191406	737.182067871094	756.961975097656	694.033020019531	750	600	68.4397583007813
AH-30 Room Air Calculations	2016-03-22 08:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.0485877990723	629.701965332031	70.1914978027344	70.5134963989258	69.8443984985352	778.920593261719	785.025024414063	723.091003417969	750	600	68.6205368041992
AH-30 Room Air Calculations	2016-03-22 09:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	65.500602722168	678.128173828125	70.0600051879883	70.5568008422852	70.060004664112	804.496704101563	830.504028320313	753.956970214844	750	600	68.1919403076172
AH-30 Room Air Calculations	2016-03-22 10:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	69.568603515625	659.767517089844	70.1784591674805	70.4418029785156	69.9802017211914	806.905029296875	853.02001953125	795.953979492188	750	600	68.4754486083984
AH-30 Room Air Calculations	2016-03-22 11:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	75.9046020507813	691.550842285156	70.4702987670898	70.7217025756836	70.0306015014648	846.612365722656	848.6240234375	774.026977539063	750	600	66.5916442871094
AH-30 Room Air Calculations	2016-03-22 12:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.1566009521484	678.481201171875	70.2575454711914	70.6667022705078	70.0252990722656	835.081115722656	906.56298828125	832.732971191406	750	600	67.4776077270508
AH-30 Room Air Calculations	2016-03-22 13:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	75.0406036376953	692.804016113281	70.3944473266602	70.6185989379883	70.1707000732422	843.539489746094	857.741027832031	800.796020507813	750	600	66.3349761962891
AH-30 Room Air Calculations	2016-03-22 14:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	74.032600402832	709.834655761719	70.5805816650391	71.1137008666992	70.2404022216797	881.887512207031	883.890014648438	817.809020996094	750	600	66.642448425293
AH-30 Room Air Calculations	2016-03-22 15:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	71.9085998535156	718.179077148438	70.5094375610352	71.3332977294922	70.2895965576172	897.308654785156	915.22998046875	851.244018554688	750	600	65.5797805786133
AH-30 Room Air Calculations	2016-03-22 16:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	69.8565979003906	695.239562988281	70.2099990844727	70.9997024536133	70.0761032104492	879.54638671875	906.317993164063	838.505004882813	750	600	66.9033966064453
AH-30 Room Air Calculations	2016-03-22 17:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	69.8926010131836	659.446350097656	70.3108901977539	70.5148010253906	70.0130004882813	863.581481933594	895.440979003906	821.619995117188	750	600	67.4599227905273
AH-30 Room Air Calculations	2016-03-22 18:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	66.7998580932617	700.872924804688	70.3204956054688	70.6042022705078	70.1023025512695	866.551330566406	886.580017089844	835.601989746094	750	600	67.9362640380859
AH-30 Room Air Calculations	2016-03-22 19:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	65.068603515625	704.4931640625	70.3769607543945	70.4896011352539	69.9075012207031	877.735107421875	894.697021484375	804.710998535156	750	600	67.7400741577148
AH-30 Room Air Calculations	2016-03-22 20:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.6663284301758	663.641906738281	69.9602966308594	70.4196014404297	69.9511032104492	812.860656738281	884.432006835938	812.859985351563	750	600	68.284294128418
AH-30 Room Air Calculations	2016-03-22 21:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.5209465026855	633.6259765625	69.9813461303711	70.383903503418	69.9602977318516	786.934509277344	841.838012695313	785.942016601563	750	600	68.829460144043
AH-30 Room Air Calculations	2016-03-22 22:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.2686614990234	646.613525390625	70.2157287597656	70.3576965332031	69.7893981933594	811.766967773438	811.766961854009	771.885009765625	750	600	68.7595825195313
AH-30 Room Air Calculations	2016-03-22 23:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.5028076171875	599.96826171875	69.9106674194336	70.6532974243164	69.9106703286061	765.144287109375	815.939025878906	749.984008789063	750	600	68.7518005371094
AH-30 Room Air Calculations	2016-03-23 00:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.2686004638672	557.573669433594	70.0416030883789	70.3531036376953	69.7711029052734	730.131896972656	765.263977050781	696.02001953125	750	600	69.0593948364258
AH-30 Room Air Calculations	2016-03-23 01:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.5565986633301	542.616577148438	70.913703918457	70.9137062972587	69.9417037963867	426.226715087891	744.968017578125	426.209991455078	750	600	68.6446304321289
AH-30 Room Air Calculations	2016-03-23 02:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.4305572509766	543.654968261719	71.1950531005859	71.5997009277344	70.9137062972587	425.274108886719	426.260986328125	409.341003417969	750	600	67.7746124267578
AH-30 Room Air Calculations	2016-03-23 03:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.6566009521484	533.678894042969	71.5350341796875	71.565299987793	71.1950560196184	431.255004882813	437.268005371094	423.18798828125	750	600	67.2571563720703
AH-30 Room Air Calculations	2016-03-23 04:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.6432914733887	527.613220214844	71.7991638183594	72.3330001831055	71.535033717814	434.195098876953	444.183990478516	424.221984863281	750	600	66.4370880126953
AH-30 Room Air Calculations	2016-03-23 05:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.8205986022949	534.682312011719	67.5370712280273	72.1587982177734	67.5370729462071	693.958251953125	739.033996582031	419.365997314453	750	600	62.5294418334961
AH-30 Room Air Calculations	2016-03-23 06:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.1713790893555	572.6748046875	70.2166290283203	70.5419998168945	66.7001037597656	742.42138671875	757.547973632813	665.202026367188	750	600	68.4116592407227
AH-30 Room Air Calculations	2016-03-23 07:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.0197982788086	605.669738769531	70.2372665405273	70.4974975585938	69.7949981689453	787.879333496094	792.942993164063	732.106018066406	750	600	68.9141006469727
AH-30 Room Air Calculations	2016-03-23 08:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.4103660583496	691.340515136719	70.548210144043	71.084098815918	69.9875030517578	872.388000488281	872.387994721654	763.965026855469	750	600	67.678337097168
AH-30 Room Air Calculations	2016-03-23 09:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	65.6465606689453	689.026000976563	70.4002151489258	70.5895004272461	70.0176010131836	873.063720703125	895.695007324219	836.411010742188	750	600	67.5433807373047
AH-30 Room Air Calculations	2016-03-23 10:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	73.8601760864258	652.70751953125	70.4692687988281	70.6320037841797	70.1658020019531	831.685302734375	886.843994140625	815.744018554688	750	600	66.0303192138672
AH-30 Room Air Calculations	2016-03-23 11:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	74.8607711791992	752.682006835938	71.2602386474609	71.2602996826172	69.9412002563477	922.62548828125	937.648010253906	828.708984375	750	600	67.0953140258789
AH-30 Room Air Calculations	2016-03-23 12:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	714.542663574219	70.5236892700195	71.2602355487059	70.309196472168	904.526733398438	958.3740234375	889.52197265625	750	600	66.3319244384766
AH-30 Room Air Calculations	2016-03-23 13:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	690.738830566406	70.2910232543945	70.595703125	70.2266998291016	894.586181640625	909.486022949219	828.658020019531	750	600	66.1306381225586
AH-30 Room Air Calculations	2016-03-23 14:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	708.903991699219	70.5755996704102	71.1788024902344	70.1750030517578	919.943908691406	919.945983886719	846.049011230469	750	600	66.3528060913086
AH-30 Room Air Calculations	2016-03-23 15:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	713.43798828125	70.4748229980469	70.839599609375	70.2381973266602	891.191284179688	951.091979980469	888.260009765625	750	600	65.6257095336914
AH-30 Room Air Calculations	2016-03-23 16:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	763.330261230469	70.679084777832	70.7443008422852	70.1356964111328	947.327819824219	953.318969726563	885.388000488281	750	600	65.3925552368164
AH-30 Room Air Calculations	2016-03-23 17:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	739.401794433594	70.0308303833008	71.3421020507813	70.0308303153331	910.79638671875	988.385986328125	910.796379782843	750	600	66.2401351928711
AH-30 Room Air Calculations	2016-03-23 18:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	724.45458984375	70.2956390380859	70.6064987182617	69.9615020751953	890.690063476563	920.260009765625	847.643005371094	750	600	66.7119369506836
AH-30 Room Air Calculations	2016-03-23 19:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	737.573852539063	69.8140411376953	70.8609008789063	69.7539978027344	903.735900878906	932.632995605469	886.601013183594	750	600	67.1040115356445
AH-30 Room Air Calculations	2016-03-23 20:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	672.640930175781	70.5368347167969	70.6258010864258	69.8140408863156	846.449340820313	903.735891934359	817.669982910156	750	600	68.2998733520508
AH-30 Room Air Calculations	2016-03-23 21:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	636.60546875	70.2286529541016	70.5456008911133	69.8099975585938	787.912048339844	861.414978027344	772.955017089844	750	600	68.7823333740234
AH-30 Room Air Calculations	2016-03-23 22:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	591.676940917969	70.0662689208984	70.4480972290039	69.8603973388672	735.916137695313	791.901000976563	724.007995605469	750	600	69.1240921020508
AH-30 Room Air Calculations	2016-03-23 23:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	620.62158203125	70.1508407592773	70.3072967529297	69.9117965698242	751.907165527344	779.982971191406	735.916114059684	750	600	68.9649887084961
AH-30 Room Air Calculations	2016-03-24 00:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	576.590759277344	70.1245498657227	70.4196014404297	69.8145980834961	709.0595703125	753.015014648438	678.97900390625	750	600	69.0616989135742
AH-30 Room Air Calculations	2016-03-24 01:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	591.702453613281	71.0626525878906	71.0626510139388	70.124547826975	422.28515625	767.885986328125	422.234985351563	750	600	67.2535705566406
AH-30 Room Air Calculations	2016-03-24 02:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	587.697937011719	71.3798522949219	71.3798504391699	71.0626510139388	411.312408447266	422.286010742188	399.351989746094	750	600	65.9378051757813
AH-30 Room Air Calculations	2016-03-24 03:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	571.647155761719	71.6176605224609	71.6821975708008	71.3798504391699	437.155364990234	437.155359139852	407.251007080078	750	600	65.4656753540039
AH-30 Room Air Calculations	2016-03-24 04:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	556.718566894531	71.8622665405273	71.8622642833268	71.6176571865024	600.819641113281	600.81963136745	421.303009033203	750	600	65.006103515625
AH-30 Room Air Calculations	2016-03-24 05:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	528.754333496094	69.7416534423828	71.9045028686523	69.4132995605469	676.004028320313	714.9169921875	534.273010253906	750	600	68.4055480957031
AH-30 Room Air Calculations	2016-03-24 06:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	578.834838867188	70.0798721313477	70.4893035888672	69.7416544869149	727.107666015625	728.109008789063	676.004017708288	750	600	68.8615341186523
AH-30 Room Air Calculations	2016-03-24 07:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	606.832824707031	70.0067977905273	70.493896484375	69.7469024658203	760.3076171875	771.094970703125	727.107694745079	750	600	69.8622741699219
AH-30 Room Air Calculations	2016-03-24 08:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	646.451171875	70.3448028564453	70.4549026489258	69.9759979248047	806.709899902344	810.716979980469	747.056030273438	750	600	68.6185073852539
AH-30 Room Air Calculations	2016-03-24 09:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	674.907775878906	70.4692535400391	70.8141021728516	69.9713973999023	843.935302734375	853.244995117188	795.693969726563	750	600	68.1277236938477
AH-30 Room Air Calculations	2016-03-24 10:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.91259765625	672.537048339844	70.3381958007813	71.0916976928711	70.1612014770508	848.519104003906	880.171997070313	824.736022949219	750	600	67.0812835693359
AH-30 Room Air Calculations	2016-03-24 11:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.5886001586914	682.649719238281	70.5573577880859	70.8720016479492	70.0216979980469	804.49609375	853.390014648438	804.49606707056	750	600	66.8666610717773
AH-30 Room Air Calculations	2016-03-24 12:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	73.7086029052734	648.52490234375	70.9901657104492	70.9901673900895	70.0504989624023	816.975341796875	853.419006347656	782.765991210938	750	600	65.4708557128906
AH-30 Room Air Calculations	2016-03-24 13:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	75.9971313476563	613.608215332031	70.4243087768555	70.9947967529297	70.24169921875	778.892944335938	827.492004394531	778.817016601563	750	600	66.7124481201172
AH-30 Room Air Calculations	2016-03-24 14:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	74.6085968017578	597.912353515625	70.1089401245117	70.8202972412109	69.9206008911133	747.066040039063	811.697021484375	737.070007324219	750	600	66.5830917358398
AH-30 Room Air Calculations	2016-03-24 15:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	74.9326019287109	661.080139160156	70.5665817260742	70.9427032470703	70.1089365493738	838.696533203125	839.245971679688	724.106018066406	750	600	65.6911697387695
AH-30 Room Air Calculations	2016-03-24 16:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	73.8886032104492	643.335266113281	70.5558929443359	71.2220001220703	70.2732009887695	798.473876953125	865.169982910156	780.544982910156	750	600	65.6135025024414
AH-30 Room Air Calculations	2016-03-24 17:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	70.8646011352539	693.366516113281	70.3088455200195	70.9079971313477	69.9385986328125	833.82861328125	849.557006835938	760.528015136719	750	600	66.7189407348633
AH-30 Room Air Calculations	2016-03-24 18:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	69.8206024169922	646.188842773438	70.3993759155273	70.9845962524414	69.909797668457	780.64794921875	849.557006835938	762.820007324219	750	600	67.5244903564453
AH-30 Room Air Calculations	2016-03-24 19:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	66.7966003417969	659.464721679688	70.3292617797852	70.7738037109375	69.9868011474609	789.966491699219	849.630004882813	749.755004882813	750	600	67.3386993408203
AH-30 Room Air Calculations	2016-03-24 20:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	65.3565979003906	612.6044921875	70.2770767211914	70.4712982177734	70.038200378418	751.526062011719	807.767028808594	733.940002441406	750	600	68.4843902587891
AH-30 Room Air Calculations	2016-03-24 21:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	64.4154586791992	580.64794921875	69.8261108398438	70.378303527832	69.8261032104492	706.026245117188	765.901000976563	682.952026367188	750	600	68.5636520385742
AH-30 Room Air Calculations	2016-03-24 22:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	64.8072967529297	632.212829589844	70.3327102661133	70.4516983032227	69.8261074113692	761.899475097656	766.843017578125	683.971008300781	750	600	68.7921524047852
AH-30 Room Air Calculations	2016-03-24 23:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	64.7830276489258	582.596984863281	70.1488723754883	70.3632965087891	69.8833999633789	712.0576171875	791.901000976563	706.994995117188	750	600	69.0963745117188
AH-30 Room Air Calculations	2016-03-25 00:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.7429161071777	568.423278808594	70.099494934082	70.6442031860352	69.8603973388672	696.240966796875	722.989013671875	671.031982421875	750	600	69.2520294189453
AH-30 Room Air Calculations	2016-03-25 01:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	63.4325675964355	522.584655761719	71.1545562744141	71.3820037841797	69.8993988037109	395.277557373047	704.906005859375	391.299011230469	750	600	67.9970779418945
AH-30 Room Air Calculations	2016-03-25 02:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.9445991516113	506.746459960938	71.3909683227539	71.3909710476818	71.1545571231729	390.326599121094	408.372009277344	364.338012695313	750	600	66.0756683349609
AH-30 Room Air Calculations	2016-03-25 03:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	61.3246002197266	494.670349121094	71.5211944580078	71.8046035766602	71.3909710476818	379.401947021484	413.265014648438	355.316009521484	750	600	65.5050964355469
AH-30 Room Air Calculations	2016-03-25 04:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.9765319824219	494.693756103516	71.6907806396484	71.9649963378906	71.521190739407	615.161804199219	619.151000976563	378.391998291016	750	600	64.9892654418945
AH-30 Room Air Calculations	2016-03-25 05:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.6143417358398	508.685302734375	66.248046875	72.3889007568359	66.2480460521059	656.151794433594	660.158996582031	515.268005371094	750	600	59.5317268371582
AH-30 Room Air Calculations	2016-03-25 06:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.1605491638184	595.164428710938	70.0382232666016	70.7491989135742	64.7760009765625	763.231323242188	768.039001464844	630.205993652344	750	600	67.9826431274414
AH-30 Room Air Calculations	2016-03-25 07:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	60.3405494689941	594.68115234375	70.2314071655273	70.27490234375	69.9199981689453	720.158935546875	784.081970214844	720.158919556745	750	600	68.7172012329102
AH-30 Room Air Calculations	2016-03-25 08:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	62.7155303955078	627.39892578125	70.7175598144531	70.7175561488431	69.790397644043	783.643493652344	783.643465093384	720.060974121094	750	600	68.3346710205078
AH-30 Room Air Calculations	2016-03-25 09:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	66.9046020507813	648.9140625	70.331169128418	70.8713989257813	70.0323028564453	796.014282226563	829.456970214844	760.526977539063	750	600	67.1987075805664
AH-30 Room Air Calculations	2016-03-25 10:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	73.0966033935547	640.505432128906	70.1331329345703	70.8327026367188	69.8551025390625	809.721923828125	815.9990234375	758.872985839844	750	600	67.4807052612305
AH-30 Room Air Calculations	2016-03-25 11:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	78.2086029052734	698.26806640625	70.5464477539063	70.6808013916016	70.1270980834961	840.206481933594	858.411010742188	775.658996582031	750	600	66.5335998535156
AH-30 Room Air Calculations	2016-03-25 12:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	80.3550262451172	675.381286621094	70.1883697509766	70.8953018188477	70.1673965454102	840.497924804688	899.258972167969	829.47802734375	750	600	65.9314575195313
AH-30 Room Air Calculations	2016-03-25 13:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	79.2165985107422	711.491027832031	70.5521926879883	70.9934997558594	70.188368793976	885.3759765625	888.481994628906	815.622985839844	750	600	65.6127166748047
AH-30 Room Air Calculations	2016-03-25 14:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	80.157829284668	687.657409667969	70.677604675293	71.0746994018555	70.2303009033203	851.687805175781	912.012023925781	827.843017578125	750	600	66.1971588134766
AH-30 Room Air Calculations	2016-03-25 15:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	76.1070251464844	694.999328613281	70.3371276855469	71.1810989379883	70.0604019165039	861.421752929688	879.327026367188	840.905029296875	750	600	66.6443557739258
AH-30 Room Air Calculations	2016-03-25 16:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	72.9166030883789	675.158935546875	70.5695495605469	70.6608963012695	70.280403137207	831.124267578125	878.236999511719	788.518005371094	750	600	65.6613311767578
AH-30 Room Air Calculations	2016-03-25 17:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	71.9085998535156	688.286804199219	70.7746505737305	70.7865982055664	70.0050964355469	837.565368652344	860.403991699219	800.028991699219	750	600	66.2501602172852
AH-30 Room Air Calculations	2016-03-25 18:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	72.3107528686523	683.30078125	70.2962188720703	70.9699020385742	70.0578002929688	814.618896484375	855.463989257813	781.614990234375	750	600	66.9502258300781
AH-30 Room Air Calculations	2016-03-25 19:00:00	Based on room airflow	Terminal 1 West South Roof	0	850	800	70.1085968017578	685.109313964844	70.1822357177734	70.7142028808594	70.1710968017578	833.654663085938	877.434997558594	814.618905876409	750	600	67.5274658203125
